county,fips,state_id,state_name,population,ppercentage
Rush County,18139,IN,Indiana,16641,5.02E-05
Barbour County,54001,WV,West Virginia,16633,5.02E-05
Dallas County,29059,MO,Missouri,16617,5.01E-05
Dixie County,12029,FL,Florida,16589,5.00E-05
Bond County,17005,IL,Illinois,16589,5.00E-05
Lawrence County,5075,AR,Arkansas,16549,4.99E-05
Washington County,1129,AL,Alabama,16541,4.99E-05
Brunswick County,51025,VA,Virginia,16520,4.98E-05
Marshall County,40095,OK,Oklahoma,16505,4.98E-05
Jasper County,28061,MS,Mississippi,16505,4.98E-05
Fayette County,1057,AL,Alabama,16494,4.98E-05
Marion County,5089,AR,Arkansas,16476,4.97E-05
Hill County,30041,MT,Montana,16436,4.96E-05
Fountain County,18045,IN,Indiana,16430,4.96E-05
Pawnee County,40117,OK,Oklahoma,16412,4.95E-05
Idaho County,16049,ID,Idaho,16411,4.95E-05
Wayne County,17191,IL,Illinois,16402,4.95E-05
Piatt County,17147,IL,Illinois,16401,4.95E-05
Sawyer County,55113,WI,Wisconsin,16399,4.95E-05
Park County,30067,MT,Montana,16352,4.93E-05
Bates County,29013,MO,Missouri,16296,4.92E-05
Atchison County,20005,KS,Kansas,16268,4.91E-05
Richland County,38077,ND,North Dakota,16254,4.90E-05
Crawford County,55023,WI,Wisconsin,16235,4.90E-05
Clay County,19041,IA,Iowa,16211,4.89E-05
Madison County,5087,AR,Arkansas,16211,4.89E-05
Dade County,13083,GA,Georgia,16197,4.89E-05
Iowa County,19095,IA,Iowa,16189,4.88E-05
Lewis County,54041,WV,West Virginia,16166,4.88E-05
Benton County,47005,TN,Tennessee,16140,4.87E-05
Neosho County,20133,KS,Kansas,16108,4.86E-05
Alamosa County,8003,CO,Colorado,16107,4.86E-05
Kanabec County,27065,MN,Minnesota,16089,4.85E-05
Moniteau County,29135,MO,Missouri,16046,4.84E-05
Telfair County,13271,GA,Georgia,16035,4.84E-05
Lawrence County,17101,IL,Illinois,16033,4.84E-05
Baker County,41001,OR,Oregon,16019,4.83E-05
Madison County,19121,IA,Iowa,16012,4.83E-05
Smith County,28129,MS,Mississippi,16009,4.83E-05
Claiborne Parish,22027,LA,Louisiana,15985,4.82E-05
Otoe County,31131,NE,Nebraska,15949,4.81E-05
De Witt County,17039,IL,Illinois,15932,4.81E-05
Henry County,21103,KY,Kentucky,15911,4.80E-05
Casey County,21045,KY,Kentucky,15885,4.79E-05
Osage County,20139,KS,Kansas,15881,4.79E-05
Jackson Parish,22049,LA,Louisiana,15879,4.79E-05
Aitkin County,27001,MN,Minnesota,15834,4.78E-05
Pecos County,48371,TX,Texas,15815,4.77E-05
Floyd County,19067,IA,Iowa,15786,4.76E-05
Clarke County,28023,MS,Mississippi,15770,4.76E-05
Richland County,17159,IL,Illinois,15766,4.76E-05
Grayson County,51077,VA,Virginia,15742,4.75E-05
Clark County,17023,IL,Illinois,15716,4.74E-05
Appomattox County,51011,VA,Virginia,15707,4.74E-05
Floyd County,51063,VA,Virginia,15704,4.74E-05
Kingfisher County,40073,OK,Oklahoma,15694,4.73E-05
Washburn County,55129,WI,Wisconsin,15688,4.73E-05
Pike County,17149,IL,Illinois,15672,4.73E-05
Lawrence County,21127,KY,Kentucky,15671,4.73E-05
Jefferson County,13163,GA,Georgia,15618,4.71E-05
Ashland County,55003,WI,Wisconsin,15617,4.71E-05
Brooks County,13027,GA,Georgia,15590,4.70E-05
Mercer County,17131,IL,Illinois,15589,4.70E-05
Gulf County,12045,FL,Florida,15576,4.70E-05
Dent County,29065,MO,Missouri,15545,4.69E-05
Karnes County,48255,TX,Texas,15545,4.69E-05
Vermillion County,18165,IN,Indiana,15539,4.69E-05
Torrance County,35057,NM,New Mexico,15519,4.68E-05
Reeves County,48389,TX,Texas,15492,4.67E-05
Wetzel County,54103,WV,West Virginia,15436,4.66E-05
Nottoway County,51135,VA,Virginia,15433,4.66E-05
West Feliciana Parish,22125,LA,Louisiana,15428,4.65E-05
Union County,46127,SD,South Dakota,15368,4.64E-05
Roseau County,27135,MN,Minnesota,15361,4.63E-05
Marquette County,55077,WI,Wisconsin,15304,4.62E-05
Grand County,8049,CO,Colorado,15303,4.62E-05
Union County,12125,FL,Florida,15303,4.62E-05
San Juan County,49037,UT,Utah,15302,4.62E-05
Burnett County,55013,WI,Wisconsin,15289,4.61E-05
Page County,19145,IA,Iowa,15268,4.61E-05
Redwood County,27127,MN,Minnesota,15261,4.60E-05
Knott County,21119,KY,Kentucky,15260,4.60E-05
Carbon County,56007,WY,Wyoming,15247,4.60E-05
Harrison County,39067,OH,Ohio,15211,4.59E-05
Macon County,29121,MO,Missouri,15199,4.59E-05
Tipton County,18159,IN,Indiana,15162,4.57E-05
Alleghany County,51005,VA,Virginia,15157,4.57E-05
Gooding County,16047,ID,Idaho,15148,4.57E-05
Livingston County,29117,MO,Missouri,15126,4.56E-05
Arenac County,26011,MI,Michigan,15070,4.55E-05
Brown County,18013,IN,Indiana,15064,4.54E-05
Gogebic County,26053,MI,Michigan,15061,4.54E-05
Jeff Davis County,13161,GA,Georgia,15036,4.54E-05
Mills County,19129,IA,Iowa,15034,4.54E-05
Missaukee County,26113,MI,Michigan,15028,4.53E-05
Mitchell County,37121,NC,North Carolina,15004,4.53E-05
Hamilton County,19079,IA,Iowa,14997,4.52E-05
Bayfield County,55007,WI,Wisconsin,14993,4.52E-05
Kossuth County,19109,IA,Iowa,14978,4.52E-05
LaSalle Parish,22059,LA,Louisiana,14936,4.51E-05
Oglethorpe County,13221,GA,Georgia,14931,4.50E-05
Williamsburg City,51830,VA,Virginia,14927,4.50E-05
Cleburne County,1029,AL,Alabama,14916,4.50E-05
Nolan County,48353,TX,Texas,14904,4.50E-05
Sibley County,27143,MN,Minnesota,14892,4.49E-05
Clay County,5021,AR,Arkansas,14889,4.49E-05
Bledsoe County,47007,TN,Tennessee,14836,4.48E-05
Nelson County,51125,VA,Virginia,14831,4.47E-05
Jackson County,48239,TX,Texas,14816,4.47E-05
Sequatchie County,47153,TN,Tennessee,14816,4.47E-05
Hale County,1065,AL,Alabama,14809,4.47E-05
Choctaw County,40023,OK,Oklahoma,14807,4.47E-05
Dickenson County,51051,VA,Virginia,14756,4.45E-05
Gasconade County,29073,MO,Missouri,14711,4.44E-05
Calhoun County,45017,SC,South Carolina,14663,4.42E-05
Renville County,27129,MN,Minnesota,14652,4.42E-05
Moultrie County,17139,IL,Illinois,14641,4.42E-05
Morgan County,39115,OH,Ohio,14640,4.42E-05
Union County,21225,KY,Kentucky,14638,4.42E-05
Butler County,19023,IA,Iowa,14628,4.41E-05
Trinity County,48455,TX,Texas,14620,4.41E-05
Bourbon County,20011,KS,Kansas,14608,4.41E-05
Pendleton County,21191,KY,Kentucky,14572,4.40E-05
Fleming County,21069,KY,Kentucky,14513,4.38E-05
Rolette County,38079,ND,North Dakota,14511,4.38E-05
Fulton County,42057,PA,Pennsylvania,14506,4.38E-05
Calhoun County,28013,MS,Mississippi,14499,4.37E-05
Walthall County,28147,MS,Mississippi,14477,4.37E-05
Carroll County,17015,IL,Illinois,14466,4.36E-05
Trigg County,21221,KY,Kentucky,14449,4.36E-05
Clarke County,51043,VA,Virginia,14423,4.35E-05
Noble County,39121,OH,Ohio,14416,4.35E-05
Crockett County,47033,TN,Tennessee,14399,4.34E-05
Craig County,40035,OK,Oklahoma,14390,4.34E-05
Bamberg County,45009,SC,South Carolina,14376,4.34E-05
Calhoun County,12013,FL,Florida,14362,4.33E-05
Oglala Lakota County,46102,SD,South Dakota,14335,4.32E-05
Hamilton County,12047,FL,Florida,14326,4.32E-05
Winn Parish,22127,LA,Louisiana,14313,4.32E-05
Mono County,6051,CA,California,14310,4.32E-05
Zapata County,48505,TX,Texas,14304,4.32E-05
Saline County,31151,NE,Nebraska,14270,4.31E-05
Las Animas County,8071,CO,Colorado,14266,4.30E-05
Swain County,37173,NC,North Carolina,14260,4.30E-05
Estill County,21065,KY,Kentucky,14224,4.29E-05
Massac County,17127,IL,Illinois,14219,4.29E-05
Larue County,21123,KY,Kentucky,14204,4.29E-05
Madison County,48313,TX,Texas,14197,4.28E-05
Braxton County,54007,WV,West Virginia,14190,4.28E-05
Pennington County,27113,MN,Minnesota,14183,4.28E-05
Cannon County,47015,TN,Tennessee,14178,4.28E-05
McIntosh County,13191,GA,Georgia,14174,4.28E-05
Jefferson County,12065,FL,Florida,14161,4.27E-05
Tallahatchie County,28135,MS,Mississippi,14158,4.27E-05
Rusk County,55107,WI,Wisconsin,14132,4.26E-05
Falls Church City,51610,VA,Virginia,14128,4.26E-05
Chowan County,37041,NC,North Carolina,14097,4.25E-05
Harrison County,19085,IA,Iowa,14089,4.25E-05
Washington County,17189,IL,Illinois,14058,4.24E-05
Cedar County,29039,MO,Missouri,14043,4.24E-05
Roane County,54087,WV,West Virginia,14020,4.23E-05
Newton County,18111,IN,Indiana,13992,4.22E-05
Screven County,13251,GA,Georgia,13989,4.22E-05
Clay County,46027,SD,South Dakota,13957,4.21E-05
Murray County,40099,OK,Oklahoma,13946,4.21E-05
Monroe County,39111,OH,Ohio,13942,4.21E-05
Converse County,56009,WY,Wyoming,13921,4.20E-05
Jasper County,13159,GA,Georgia,13916,4.20E-05
Newton County,48351,TX,Texas,13914,4.20E-05
Crawford County,26039,MI,Michigan,13892,4.19E-05
Lamar County,1075,AL,Alabama,13885,4.19E-05
White County,17193,IL,Illinois,13868,4.18E-05
Callahan County,48059,TX,Texas,13856,4.18E-05
Crenshaw County,1041,AL,Alabama,13844,4.18E-05
O'Brien County,19141,IA,Iowa,13835,4.17E-05
Atoka County,40005,OK,Oklahoma,13823,4.17E-05
Allamakee County,19005,IA,Iowa,13813,4.17E-05
Hardy County,54031,WV,West Virginia,13805,4.17E-05
Faribault County,27043,MN,Minnesota,13801,4.16E-05
Ketchikan Gateway Borough,2130,AK,Alaska,13800,4.16E-05
York County,31185,NE,Nebraska,13745,4.15E-05
Dooly County,13093,GA,Georgia,13736,4.14E-05
Glacier County,30035,MT,Montana,13732,4.14E-05
Wadena County,27159,MN,Minnesota,13654,4.12E-05
Greene County,28041,MS,Mississippi,13645,4.12E-05
Mason County,17125,IL,Illinois,13621,4.11E-05
Osage County,29151,MO,Missouri,13615,4.11E-05
Mississippi County,29133,MO,Missouri,13574,4.10E-05
Izard County,5065,AR,Arkansas,13570,4.09E-05
Ripley County,29181,MO,Missouri,13567,4.09E-05
Bienville Parish,22013,LA,Louisiana,13564,4.09E-05
Comanche County,48093,TX,Texas,13529,4.08E-05
Glades County,12043,FL,Florida,13516,4.08E-05
Franklin County,16041,ID,Idaho,13464,4.06E-05
Lincoln County,5079,AR,Arkansas,13455,4.06E-05
Kodiak Island Borough,2150,AK,Alaska,13451,4.06E-05
Perquimans County,37143,NC,North Carolina,13430,4.05E-05
Stewart County,47161,TN,Tennessee,13427,4.05E-05
Lewis County,21135,KY,Kentucky,13417,4.05E-05
Price County,55099,WI,Wisconsin,13416,4.05E-05
Monroe County,54063,WV,West Virginia,13401,4.04E-05
Big Horn County,30003,MT,Montana,13387,4.04E-05
Pend Oreille County,53051,WA,Washington,13377,4.04E-05
Hughes County,40063,OK,Oklahoma,13372,4.03E-05
Jackson County,21109,KY,Kentucky,13369,4.03E-05
Grundy County,47061,TN,Tennessee,13344,4.03E-05
Goshen County,56015,WY,Wyoming,13342,4.03E-05
Clay County,1027,AL,Alabama,13337,4.02E-05
McKenzie County,38053,ND,North Dakota,13334,4.02E-05
Howard County,5061,AR,Arkansas,13311,4.02E-05
Douglas County,29067,MO,Missouri,13306,4.01E-05
Macon County,13193,GA,Georgia,13305,4.01E-05
Morgan County,21175,KY,Kentucky,13288,4.01E-05
Clay County,17025,IL,Illinois,13287,4.01E-05
Ford County,17053,IL,Illinois,13270,4.00E-05
Jackson County,20085,KS,Kansas,13266,4.00E-05
Archuleta County,8007,CO,Colorado,13253,4.00E-05
Wayne County,29223,MO,Missouri,13195,3.98E-05
Madison County,51113,VA,Virginia,13170,3.97E-05
Greene County,17061,IL,Illinois,13132,3.96E-05
Moffat County,8081,CO,Colorado,13127,3.96E-05
Buffalo County,55011,WI,Wisconsin,13126,3.96E-05
Lamb County,48279,TX,Texas,13123,3.96E-05
Cass County,19029,IA,Iowa,13091,3.95E-05
Vinton County,39163,OH,Ohio,13083,3.95E-05
Webster County,21233,KY,Kentucky,13068,3.94E-05
Charlton County,13049,GA,Georgia,13040,3.93E-05
Fremont County,16043,ID,Idaho,13020,3.93E-05
Breathitt County,21025,KY,Kentucky,12977,3.92E-05
Amelia County,51007,VA,Virginia,12953,3.91E-05
Choctaw County,1023,AL,Alabama,12925,3.90E-05
Camp County,48063,TX,Texas,12878,3.89E-05
Millard County,49027,UT,Utah,12854,3.88E-05
Martinsville City,51690,VA,Virginia,12852,3.88E-05
Summers County,54089,WV,West Virginia,12848,3.88E-05
Wilbarger County,48487,TX,Texas,12833,3.87E-05
Dawson County,48115,TX,Texas,12813,3.87E-05
Bleckley County,13023,GA,Georgia,12807,3.86E-05
Sumter County,1119,AL,Alabama,12797,3.86E-05
Butler County,21031,KY,Kentucky,12764,3.85E-05
Wright County,19197,IA,Iowa,12739,3.84E-05
Lake County,46079,SD,South Dakota,12717,3.84E-05
Presque Isle County,26141,MI,Michigan,12714,3.84E-05
Caldwell County,21033,KY,Kentucky,12702,3.83E-05
Pamlico County,37137,NC,North Carolina,12701,3.83E-05
Trinity County,6105,CA,California,12700,3.83E-05
Haskell County,40061,OK,Oklahoma,12687,3.83E-05
Lawrence County,28077,MS,Mississippi,12633,3.81E-05
Shoshone County,16079,ID,Idaho,12609,3.80E-05
Pulaski County,18131,IN,Indiana,12559,3.79E-05
Allen County,20001,KS,Kansas,12556,3.79E-05
Terry County,48445,TX,Texas,12528,3.78E-05
DeKalb County,29063,MO,Missouri,12526,3.78E-05
Koochiching County,27071,MN,Minnesota,12515,3.78E-05
Johnson County,17087,IL,Illinois,12494,3.77E-05
Cass County,17017,IL,Illinois,12493,3.77E-05
Magoffin County,21153,KY,Kentucky,12491,3.77E-05
Stone County,5137,AR,Arkansas,12475,3.76E-05
Appanoose County,19007,IA,Iowa,12452,3.76E-05
Amite County,28005,MS,Mississippi,12412,3.74E-05
Conecuh County,1035,AL,Alabama,12394,3.74E-05
Pike County,18125,IN,Indiana,12378,3.73E-05
Morris County,48343,TX,Texas,12373,3.73E-05
Yalobusha County,28161,MS,Mississippi,12367,3.73E-05
Union County,19175,IA,Iowa,12358,3.73E-05
Bath County,21011,KY,Kentucky,12355,3.73E-05
Little River County,5081,AR,Arkansas,12347,3.73E-05
Crawford County,13079,GA,Georgia,12325,3.72E-05
Todd County,21219,KY,Kentucky,12316,3.72E-05
Menard County,17129,IL,Illinois,12306,3.71E-05
Powell County,21197,KY,Kentucky,12304,3.71E-05
Grundy County,19075,IA,Iowa,12299,3.71E-05
Lunenburg County,51111,VA,Virginia,12282,3.71E-05
Fulton County,5049,AR,Arkansas,12231,3.69E-05
Bollinger County,29017,MO,Missouri,12225,3.69E-05
Northumberland County,51133,VA,Virginia,12190,3.68E-05
Madison County,29123,MO,Missouri,12179,3.67E-05
Red River County,48387,TX,Texas,12171,3.67E-05
Colfax County,35007,NM,New Mexico,12168,3.67E-05
Live Oak County,48297,TX,Texas,12139,3.66E-05
Edmonson County,21061,KY,Kentucky,12138,3.66E-05
Linn County,29115,MO,Missouri,12113,3.65E-05
Meigs County,47121,TN,Tennessee,12104,3.65E-05
Poquoson City,51735,VA,Virginia,12090,3.65E-05
Okfuskee County,40107,OK,Oklahoma,12067,3.64E-05
Charlotte County,51037,VA,Virginia,12040,3.63E-05
Zavala County,48507,TX,Texas,12039,3.63E-05
Lewis County,47101,TN,Tennessee,12027,3.63E-05
Chickasaw County,19037,IA,Iowa,12026,3.63E-05
Washington County,21229,KY,Kentucky,12023,3.63E-05
Prowers County,8099,CO,Colorado,12022,3.63E-05
Blackford County,18009,IN,Indiana,12013,3.62E-05
Perry County,28111,MS,Mississippi,12006,3.62E-05
Marion County,20115,KS,Kansas,11964,3.61E-05
Chippewa County,27023,MN,Minnesota,11953,3.61E-05
Washington County,37187,NC,North Carolina,11922,3.60E-05
Jefferson County,30043,MT,Montana,11917,3.60E-05
Northampton County,51131,VA,Virginia,11885,3.59E-05
Big Horn County,56003,WY,Wyoming,11882,3.58E-05
Lake County,26085,MI,Michigan,11852,3.58E-05
Boundary County,16021,ID,Idaho,11845,3.57E-05
Franklin County,12037,FL,Florida,11811,3.56E-05
Barton County,29011,MO,Missouri,11797,3.56E-05
Lyon County,19119,IA,Iowa,11776,3.55E-05
Rains County,48379,TX,Texas,11766,3.55E-05
Skamania County,53059,WA,Washington,11753,3.55E-05
Heard County,13149,GA,Georgia,11736,3.54E-05
Custer County,30017,MT,Montana,11729,3.54E-05
Desha County,5041,AR,Arkansas,11709,3.53E-05
Decatur County,47039,TN,Tennessee,11686,3.53E-05
Jackson County,47087,TN,Tennessee,11682,3.52E-05
Sanders County,30089,MT,Montana,11681,3.52E-05
Marshall County,17123,IL,Illinois,11679,3.52E-05
Morgan County,49029,UT,Utah,11664,3.52E-05
Ward County,48475,TX,Texas,11658,3.52E-05
Martin County,21159,KY,Kentucky,11648,3.51E-05
Towns County,13281,GA,Georgia,11617,3.50E-05
Grant County,54023,WV,West Virginia,11616,3.50E-05
Shelby County,19165,IA,Iowa,11606,3.50E-05
Ramsey County,38071,ND,North Dakota,11583,3.49E-05
Owyhee County,16073,ID,Idaho,11552,3.49E-05
Gates County,37073,NC,North Carolina,11548,3.48E-05
Wabash County,17185,IL,Illinois,11546,3.48E-05
Greensville County,51081,VA,Virginia,11525,3.48E-05
Montgomery County,29139,MO,Missouri,11487,3.47E-05
Blanco County,48031,TX,Texas,11478,3.46E-05
Teton County,16081,ID,Idaho,11426,3.45E-05
Sussex County,51183,VA,Virginia,11377,3.43E-05
Cherokee County,19035,IA,Iowa,11343,3.42E-05
Jefferson Davis County,28065,MS,Mississippi,11339,3.42E-05
Noble County,40103,OK,Oklahoma,11335,3.42E-05
Madison Parish,22065,LA,Louisiana,11306,3.41E-05
Rio Grande County,8105,CO,Colorado,11305,3.41E-05
Morrow County,41049,OR,Oregon,11303,3.41E-05
Juab County,49023,UT,Utah,11301,3.41E-05
Cottonwood County,27033,MN,Minnesota,11299,3.41E-05
Duval County,48131,TX,Texas,11268,3.40E-05
Washita County,40149,OK,Oklahoma,11225,3.39E-05
Fergus County,30027,MT,Montana,11221,3.39E-05
Pulaski County,13235,GA,Georgia,11216,3.38E-05
Bacon County,13005,GA,Georgia,11201,3.38E-05
Richland County,30083,MT,Montana,11199,3.38E-05
Louisa County,19115,IA,Iowa,11178,3.37E-05
Roosevelt County,30085,MT,Montana,11175,3.37E-05
Nantucket County,25019,MA,Massachusetts,11168,3.37E-05
Iron County,26071,MI,Michigan,11152,3.36E-05
Pushmataha County,40127,OK,Oklahoma,11128,3.36E-05
Johnston County,40069,OK,Oklahoma,11064,3.34E-05
Pope County,27121,MN,Minnesota,11048,3.33E-05
West Carroll Parish,22123,LA,Louisiana,11041,3.33E-05
Sierra County,35051,NM,New Mexico,11031,3.33E-05
Alleghany County,37005,NC,North Carolina,11008,3.32E-05
Essex County,51057,VA,Virginia,10998,3.32E-05
Green County,21087,KY,Kentucky,10979,3.31E-05
Watonwan County,27165,MN,Minnesota,10972,3.31E-05
Box Butte County,31013,NE,Nebraska,10970,3.31E-05
Clay County,37043,NC,North Carolina,10946,3.30E-05
Bradley County,5011,AR,Arkansas,10874,3.28E-05
Cumberland County,17035,IL,Illinois,10836,3.27E-05
Custer County,31041,NE,Nebraska,10826,3.27E-05
Candler County,13043,GA,Georgia,10812,3.26E-05
Hancock County,19081,IA,Iowa,10802,3.26E-05
Owen County,21187,KY,Kentucky,10796,3.26E-05
Mackinac County,26097,MI,Michigan,10780,3.25E-05
Red Willow County,31145,NE,Nebraska,10768,3.25E-05
Coosa County,1037,AL,Alabama,10757,3.25E-05
Pike County,5109,AR,Arkansas,10756,3.25E-05
Walsh County,38099,ND,North Dakota,10751,3.24E-05
Lancaster County,51103,VA,Virginia,10724,3.24E-05
Franklin County,48159,TX,Texas,10716,3.23E-05
Colfax County,31037,NE,Nebraska,10714,3.23E-05
Valley County,16085,ID,Idaho,10709,3.23E-05
Barnes County,38003,ND,North Dakota,10706,3.23E-05
Noxubee County,28103,MS,Mississippi,10700,3.23E-05
Evans County,13109,GA,Georgia,10687,3.22E-05
Switzerland County,18155,IN,Indiana,10685,3.22E-05
Wilcox County,1131,AL,Alabama,10681,3.22E-05
Middlesex County,51119,VA,Virginia,10675,3.22E-05
Carroll County,21041,KY,Kentucky,10671,3.22E-05
Guthrie County,19077,IA,Iowa,10669,3.22E-05
Oregon County,29149,MO,Missouri,10647,3.21E-05
Monroe County,21171,KY,Kentucky,10627,3.21E-05
Chicot County,5017,AR,Arkansas,10615,3.20E-05
Mitchell County,19131,IA,Iowa,10608,3.20E-05
Carbon County,30009,MT,Montana,10597,3.20E-05
Lincoln County,53043,WA,Washington,10574,3.19E-05
Crawford County,18025,IN,Indiana,10569,3.19E-05
Lake County,27075,MN,Minnesota,10560,3.19E-05
Chattahoochee County,13053,GA,Georgia,10560,3.19E-05
Camden County,37029,NC,North Carolina,10551,3.18E-05
Winnebago County,19189,IA,Iowa,10534,3.18E-05
Sabine County,48403,TX,Texas,10471,3.16E-05
Dimmit County,48127,TX,Texas,10438,3.15E-05
Clay County,48077,TX,Texas,10403,3.14E-05
Lanier County,13173,GA,Georgia,10380,3.13E-05
Scott County,5127,AR,Arkansas,10376,3.13E-05
Perry County,5105,AR,Arkansas,10355,3.12E-05
Alcona County,26001,MI,Michigan,10353,3.12E-05
Latimer County,40077,OK,Oklahoma,10348,3.12E-05
Nowata County,40105,OK,Oklahoma,10322,3.11E-05
Mountrail County,38061,ND,North Dakota,10321,3.11E-05
Early County,13099,GA,Georgia,10312,3.11E-05
St. Helena Parish,22091,LA,Louisiana,10297,3.11E-05
Roberts County,46109,SD,South Dakota,10287,3.10E-05
Leslie County,21131,KY,Kentucky,10283,3.10E-05
Runnels County,48399,TX,Texas,10277,3.10E-05
Bullock County,1011,AL,Alabama,10248,3.09E-05
Ralls County,29173,MO,Missouri,10234,3.09E-05
Trousdale County,47169,TN,Tennessee,10231,3.09E-05
Butte County,46019,SD,South Dakota,10225,3.08E-05
Martin County,18101,IN,Indiana,10212,3.08E-05
Todd County,46121,SD,South Dakota,10195,3.08E-05
Clinton County,21053,KY,Kentucky,10193,3.08E-05
Keokuk County,19107,IA,Iowa,10188,3.07E-05
Holt County,31089,NE,Nebraska,10177,3.07E-05
Iron County,29093,MO,Missouri,10164,3.07E-05
Franklin County,19069,IA,Iowa,10162,3.07E-05
Ochiltree County,48357,TX,Texas,10131,3.06E-05
Nemaha County,20131,KS,Kansas,10121,3.05E-05
Emery County,49015,UT,Utah,10117,3.05E-05
Lowndes County,1085,AL,Alabama,10079,3.04E-05
Carroll County,28015,MS,Mississippi,10070,3.04E-05
Montgomery County,28097,MS,Mississippi,10068,3.04E-05
Love County,40085,OK,Oklahoma,10063,3.04E-05
Howard County,29089,MO,Missouri,10058,3.03E-05
Washington County,16087,ID,Idaho,10057,3.03E-05
Montgomery County,19137,IA,Iowa,10053,3.03E-05
Metcalfe County,21169,KY,Kentucky,10036,3.03E-05
Marion County,48315,TX,Texas,10017,3.02E-05
Yuma County,8125,CO,Colorado,10003,3.02E-05
Caldwell Parish,22021,LA,Louisiana,9992,3.01E-05
Grundy County,29079,MO,Missouri,9992,3.01E-05
Nome Census Area,2180,AK,Alaska,9988,3.01E-05
Tunica County,28143,MS,Mississippi,9988,3.01E-05
Lewis County,29111,MO,Missouri,9955,3.00E-05
Jackson County,27063,MN,Minnesota,9954,3.00E-05
Kemper County,28069,MS,Mississippi,9943,3.00E-05
Sublette County,56035,WY,Wyoming,9880,2.98E-05
Ritchie County,54085,WV,West Virginia,9844,2.97E-05
Wilkes County,13317,GA,Georgia,9844,2.97E-05
Cumberland County,51049,VA,Virginia,9824,2.96E-05
Yellow Medicine County,27173,MN,Minnesota,9814,2.96E-05
Sac County,19161,IA,Iowa,9802,2.96E-05
North Slope Borough,2185,AK,Alaska,9792,2.95E-05
Stevens County,27149,MN,Minnesota,9789,2.95E-05
Webster County,28155,MS,Mississippi,9768,2.95E-05
Catahoula Parish,22025,LA,Louisiana,9766,2.95E-05
Marshall County,20117,KS,Kansas,9749,2.94E-05
Calhoun County,19025,IA,Iowa,9744,2.94E-05
Parmer County,48369,TX,Texas,9718,2.93E-05
Johnson County,13167,GA,Georgia,9691,2.92E-05
White Pine County,32033,NV,Nevada,9679,2.92E-05
Linn County,20107,KS,Kansas,9671,2.92E-05
Rice County,20159,KS,Kansas,9658,2.91E-05
Grand County,49019,UT,Utah,9640,2.91E-05
Brown County,20013,KS,Kansas,9626,2.90E-05
Cheyenne County,31033,NE,Nebraska,9604,2.90E-05
Jones County,37103,NC,North Carolina,9594,2.89E-05
Jasper County,17079,IL,Illinois,9594,2.89E-05
McLean County,38055,ND,North Dakota,9584,2.89E-05
Blaine County,40011,OK,Oklahoma,9556,2.88E-05
Humboldt County,19091,IA,Iowa,9554,2.88E-05
McCormick County,45065,SC,South Carolina,9531,2.88E-05
Greenlee County,4011,AZ,Arizona,9522,2.87E-05
Clear Creek County,8019,CO,Colorado,9495,2.86E-05
Stillwater County,30095,MT,Montana,9466,2.86E-05
Pratt County,20151,KS,Kansas,9452,2.85E-05
Emmet County,19063,IA,Iowa,9438,2.85E-05
Beaverhead County,30001,MT,Montana,9415,2.84E-05
Hickory County,29085,MO,Missouri,9404,2.84E-05
Rock County,27133,MN,Minnesota,9402,2.84E-05
Marshall County,27089,MN,Minnesota,9372,2.83E-05
St. Clair County,29185,MO,Missouri,9370,2.83E-05
Stephens County,48429,TX,Texas,9364,2.83E-05
Clarke County,19039,IA,Iowa,9360,2.82E-05
Swift County,27151,MN,Minnesota,9359,2.82E-05
Charles Mix County,46023,SD,South Dakota,9349,2.82E-05
Wayne County,31179,NE,Nebraska,9332,2.82E-05
Irwin County,13155,GA,Georgia,9320,2.81E-05
Perry County,1105,AL,Alabama,9293,2.80E-05
McLean County,21149,KY,Kentucky,9283,2.80E-05
Montmorency County,26119,MI,Michigan,9265,2.80E-05
Valdez-Cordova Census Area,2261,AK,Alaska,9243,2.79E-05
Livingston County,21139,KY,Kentucky,9235,2.79E-05
Brewster County,48043,TX,Texas,9231,2.79E-05
Howard County,19089,IA,Iowa,9226,2.78E-05
Hamilton County,31081,NE,Nebraska,9215,2.78E-05
Ozark County,29153,MO,Missouri,9207,2.78E-05
Lee County,5077,AR,Arkansas,9194,2.77E-05
Pipestone County,27117,MN,Minnesota,9191,2.77E-05
Rosebud County,30087,MT,Montana,9152,2.76E-05
Alger County,26003,MI,Michigan,9151,2.76E-05
Benewah County,16009,ID,Idaho,9138,2.76E-05
Deer Lodge County,30023,MT,Montana,9106,2.75E-05
Phelps County,31137,NE,Nebraska,9100,2.75E-05
Claiborne County,28021,MS,Mississippi,9089,2.74E-05
Montgomery County,13209,GA,Georgia,9058,2.73E-05
Woods County,40151,OK,Oklahoma,9043,2.73E-05
Caldwell County,29025,MO,Missouri,9039,2.73E-05
Allendale County,45005,SC,South Carolina,9024,2.72E-05
Dawson County,30021,MT,Montana,9017,2.72E-05
Wilkinson County,13319,GA,Georgia,9010,2.72E-05
Palo Alto County,19147,IA,Iowa,9003,2.72E-05
Crittenden County,21055,KY,Kentucky,9000,2.72E-05
Forest County,55041,WI,Wisconsin,8995,2.71E-05
Cuming County,31039,NE,Nebraska,8952,2.70E-05
Montgomery County,5097,AR,Arkansas,8950,2.70E-05
Greene County,19073,IA,Iowa,8950,2.70E-05
